line0,0.0,0.30846875468004775,0.1852952387243698,1.0,0.30846875468004775,0.1852952387243698
line1,0.0,0.5499502112523148,0.1205904774487396,1.0,0.5499502112523148,0.1205904774487396
line2,0.0,0.791431667824582,0.05588571617310942,1.0,0.791431667824582,0.05588571617310942
line3,0.25,0.06698729810778066,0.24999999999999997,0.25,1.032913124396849,-0.008819045102520767
line4,0.5,0.06698729810778066,0.24999999999999997,0.5,1.032913124396849,-0.008819045102520767
line5,0.75,0.06698729810778066,0.24999999999999997,0.75,1.032913124396849,-0.008819045102520767
line6,0.0,0.30846875468004775,0.1852952387243698,1.0,0.5499502112523148,0.1205904774487396
line7,0.0,0.5499502112523148,0.1205904774487396,1.0,0.791431667824582,0.05588571617310942
line8,0.0,0.5499502112523148,0.1205904774487396,1.0,0.30846875468004775,0.1852952387243698
line9,0.0,0.791431667824582,0.05588571617310942,1.0,0.5499502112523148,0.1205904774487396
line10,0.25,0.06698729810778066,0.24999999999999997,0.5,1.032913124396849,-0.008819045102520767
line11,0.5,0.06698729810778066,0.24999999999999997,0.75,1.032913124396849,-0.008819045102520767
line12,0.5,0.06698729810778066,0.24999999999999997,0.25,1.032913124396849,-0.008819045102520767
line13,0.75,0.06698729810778066,0.24999999999999997,0.5,1.032913124396849,-0.008819045102520767
line14,0.0,0.06698729810778066,0.24999999999999997,1.0,1.032913124396849,-0.008819045102520767
line15,0.0,1.032913124396849,-0.008819045102520767,1.0,0.06698729810778066,0.24999999999999997
line0,0.0,0.24148145657226708,0.06470476127563018,1.0,0.24148145657226708,0.06470476127563018
line1,0.0,0.48296291314453416,0.12940952255126037,1.0,0.48296291314453416,0.12940952255126037
line2,0.0,0.7244443697168013,0.19411428382689055,1.0,0.7244443697168013,0.19411428382689055
line3,0.25,0.0,0.0,0.25,0.9659258262890683,0.25881904510252074
line4,0.5,0.0,0.0,0.5,0.9659258262890683,0.25881904510252074
line5,0.75,0.0,0.0,0.75,0.9659258262890683,0.25881904510252074
line6,0.0,0.24148145657226708,0.06470476127563018,1.0,0.48296291314453416,0.12940952255126037
line7,0.0,0.48296291314453416,0.12940952255126037,1.0,0.7244443697168013,0.19411428382689055
line8,0.0,0.48296291314453416,0.12940952255126037,1.0,0.24148145657226708,0.06470476127563018
line9,0.0,0.7244443697168013,0.19411428382689055,1.0,0.48296291314453416,0.12940952255126037
line10,0.25,0.0,0.0,0.5,0.9659258262890683,0.25881904510252074
line11,0.5,0.0,0.0,0.75,0.9659258262890683,0.25881904510252074
line12,0.5,0.0,0.0,0.25,0.9659258262890683,0.25881904510252074
line13,0.75,0.0,0.0,0.5,0.9659258262890683,0.25881904510252074
line14,0.0,0.0,0.0,1.0,0.9659258262890683,0.25881904510252074
line15,0.0,0.9659258262890683,0.25881904510252074,1.0,0.0,0.0
